Hash,Date,Author,Message,IsMerge
a15f9c07341b8f7b1adb33082afbc8ddbc9daedb,2020-10-07 04:57:38,Asabeneh,day_7,False
7aaab6be048b77c679b0ab3f9493498996c1e8b7,2020-10-07 04:57:38,Asabeneh,day_7,False
7158ed24edb08747763c6b34cd5b654ddb509ee6,2020-10-07 04:21:08,Asabeneh,Day_7 has been published,False
2fd3a8e9a7b430b839068d263bab17df7d4a98d6,2020-10-07 04:21:08,Asabeneh,Day_7 has been published,False
38a1290c79cd7fa2c937e8ce47dddbc7749687df,2020-10-07 04:15:05,Asabeneh,Day_7 has been published,False
392903416fa1947ba13eebdac6ec320b31d8507d,2020-10-07 04:15:05,Asabeneh,Day_7 has been published,False
1152d859fd345ffb410dea0edad394fe73050306,2020-10-06 20:52:52,Asabeneh,minor fixes,False
f6a87097bcc40ffef8a52baae3ac6ede0b7b0461,2020-10-06 20:52:52,Asabeneh,minor fixes,False
71e978430c1a1000c8c1625e1dc532ad355acf78,2020-10-06 20:34:44,Asabeneh,Merge branch 'master' of https://github.com/Asabeneh/30-Days-Of-React into master,True
8de3e4258d766860caecc7fb43ef22a9613169b4,2020-10-06 20:34:44,Asabeneh,Merge branch 'master' of https://github.com/Asabeneh/30-Days-Of-React into master,True
d755dfa4e73e60a590d9248e713921e3a923446d,2020-10-06 20:34:20,Asabeneh,minor fixes,False
c7352293b204a4a23d94b6723b09e90d3ebdd2da,2020-10-06 20:34:20,Asabeneh,minor fixes,False
86160c7dc17375c4e7b168aa61fe0dd35e97f711,2020-10-06 20:15:26,Asabeneh,"Merge pull request #28 from dicka88/patch-1

Fix a typo",True
8648940fc9fea0d81546fe65f501f740784a49ca,2020-10-06 20:15:26,Asabeneh,"Merge pull request #28 from dicka88/patch-1

Fix a typo",True
2e1eeeab133e903d0635b1059fb35cf32a37d4af,2020-10-06 19:58:06,Asabeneh,"Merge pull request #41 from pkiczko/update_day2

'fixes'",True
24b360af5ab42f036875a8d94a32c4005f221d7d,2020-10-06 19:58:06,Asabeneh,"Merge pull request #41 from pkiczko/update_day2

'fixes'",True
